label	text
0	#mhbigcatch 8oz Golem  But finally got a Wight - 3oz
0	working on my senior paper 
1	@BostinBloke im very good thanks, just getting ready for work 
1	Watching Paranormal State.Pretty interesting 
0	@SherriGarrity Sorry I missed responding yesterday  Rochester is in MN, so we are not to far from each other! Dark chocolate rocks!
0	cant sleep  she wants to dream!!
0	last one!!! but still not done!!! 
1	@i140 I hope that Scentsational doesn't get dissed 
0	@brainiacmathew i know!  and im on spring break
1	its beginning to feel a lot like summer everywhere i go! 
1	I really love reflections and shadows 
0	@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  
1	Yep!  ...out of curiousity though where did ya get those pics of the ferrari from anyway? http://tinyurl.com/dfldvc
1	@annepmitchell Love your sense of humour! It's more about being fired up than burnt out  - What's happening in your world this week?
1	Woke up this morning don't believe what I saw...A hundred million bottles washed up on the shore!!! 
1	@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result 
1	agghhhh  looosing my mind!!!!
0	@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. 
1	@teknetia thanks!! 
1	@amandahesser thanks!  i couldn't have done it without you  
0	spencer is not a good guy. 
1	What a beautiful morning ! Shame im not home sleeping through it 
0	Car show season has started without me 
0	I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me 
0	No picnic  my phone smells like citrus.
0	@MrNokill @MrNokill problem is they aren't appealing to a wide enough audience, even though they think they may be 
0	@GirlsGoneChild 
0	I had plans today, and now I'm scared of you know, moving, for fear of teh boke  fml.
1	@Jon_Favreau &quot;never worked on a sequel&quot; Maybe that's what we need to have a sequel live up to the first? Either way, can't wait! 
0	@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. 
1	I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/
1	@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about
1	@RightNowRadio here's one more music to cool it down.  ? http://blip.fm/~3x99s
0	@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol
1	@chamillionaire naw naw fuck that son, fuck that, u best respond to every tweet and twit u fuckin get! fuck the studio! fuck your life! 
1	@TheAshBall 
1	@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. 
1	@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 
0	@shelikescute that's so sad 
1	@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. 
1	@JonathanRKnight how does it feel to have thousands of girls anwering ur every twitter? Must be cool 
1	@Luke_Stephens: I just said I was wondering about it, not that I wanted it. 
1	Getting ready for BED. A Super long day ahead. Tax, Finance, Micro, FINALS! Ugh, how am I gonna survive! but hey, 4 months with my baby ? 
1	@deepbluesealove  Have a good evening sweetheart {{hugs}} thanks for the tunes glad i got you closer to your blip goal 
0	What's the best way to eat reheated pizza I keep trying to eat this one but it's too hot and makes my mouth be in pain 
1	Trying out the new Riedel glasses 
1	noches twitterricolsss 
1	@ddlovato I just saw your interview with katie &amp; karleigh!!  you're so awesome demi! I hope you'll come to germany one day 
1	goodnight 
1	@rogieking Congrats on the newborn! Our first is due in June 
1	lmao i forgot to twitter when i was done with my DBQ ! haha i was too excited at the moment 
1	@loltothepower correction, i GOT a badass fringe. 
0	@babybazooka i do too...but it's hard 
0	@geoffmartinez youre going to be in mexico on easter?  why?
0	@EvilUnicorn im not on aim rn 
1	@FoxWhisperer that's cute! If you find an LS4, that would be excellent 
0	Nasty budget due and my iphone is being sent to Apple today. 
0	I am not wanting to go to school tomorrow. 
1	waking up with my nespresso 
1	@kellyleahy Not this many files 
0	I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep 
1	@RichSchefren though, well he's like a big brother  - always friendly and supportive.
1	found it!  listening to blink then going to bed.. xoxo
1	@billt Pint of Adnams? Glad to see you're taking advantage of Cask Ale Week 
0	Work laptop is officially dead .. Not happy at all.. 
1	@CheapyD sweet, new episode of cagcast, thnx cheapy 
0	off to the dentist 
1	@kcarruthers *flicks hair* I prefer to be called a &quot;twenius&quot; 
0	Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick 
0	@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches 
1	@andy065 podcasts are on my laptop 
1	@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
1	@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again 
0	Bed... Work in am 
0	i thought you would support me on this 
0	@marnieblaze haha nope. i guess nothing is original these days 
0	@aaronrva is in the bathroom and i have to pee!    
1	@MrSabur sweet, thank you 
1	im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
0	@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people 
1	@phatelara morning debbs webbs!!  Hope you had a nice sleep! 
1	Yay tomorrow i get to do today all over again! 
1	taking a shower 
1	standing in the richardson office changing a backup tape... I'm such a work-a-holic! 
1	@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting.
0	wants to play resident evil but school and work getting in the way 
0	@CandiceNicolePR I haven't heard from you in while 
0	completing reports and meetings this morning.  Interviewing people this afternoon, busy bee today blurrgghh 
0	@misterphipps you cooked risotto without me!!??? 
0	Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
1	Good day today: out door totally prepared early, sun shining and salsa tonight! O and listening to Close to Me! 
0	really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology 
0	Let us know how he's doing ok? 
1	at the end of the day i ended up exalted with a faction, 9 mounts richer, and 1100 gold poorer.  good night 
1	watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]
1	Long day. Hope I can catch a few Zzs as a result. Grabbing blankey.     then off to chair. Gotta B up in just a bit 4 the bloodletting. 
1	@musicthelev owww, mau donk diajarin... 
1	CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! 
1	dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! 
0	&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation 
1	@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you...
1	@pj23harry you got it 
1	...starting today 
1	@lordshaper baited breath, huh?    I hope we can't maintain those expectations!  Shooting for an update this weekend.  keep u posted!
1	yay!!! hcc then sand key &amp; surfing. Big waves!! 
1	is very excited, SkyHD is coming today 
1	@Gracelisa @Danielle07 What happen to MSU   GO UNC lol !!!
0	I'm struggling to type this morning...maybe I'm still suffering from day-glo overload from Friday's 80's Fest 
1	is at Moffitt Library with Ate Golda and Kuya Rosauro  iChat with Ate Golda = So much for studying -_-
1	excited about mi promisin future I need a spiritual cleanse. I'm prayin then its off to bed  night twittheads!
0	@riskyrevenge Wait, what? Sick? 
1	@rachrouch thought it would feel much better 
1	@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.
0	@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...
1	@NicoleVilareal heyy yess  whats up dude!?
0	just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!
1	@sherlockjr but you can't be bitter if you stop watching! 
1	@jonnylawchicago...I appreciate the recs 
0	Still doing my homework!!! 
0	Doesn't know why, but is feeling very down. And a trip to the gym didn't help 
1	The Super Red Diva !!!  Stupid University 
1	@ev  Link takes me to &quot;Hazardous Weather Outlook for Michigan&quot;, quick &amp; dirty indeed. 
0	couple of mt texts didn't arrive here 
0	They don't get hyphy on the east coast  ...even to E40
1	@Monica_Hughes heyyyyy missy! Welcome 
0	@ChauV I has so many things to do 
0	I think im coming down with something. 
1	@masterballerina  Yep.  i like it here... better than i thought i would... Probably because of @ECull1901
0	Going to sleep. Hoping tomorrow is a better day. 
1	@BrickSh0t7 ugh i hate you, we got snow in the middle of April...dont you just miss Canada?   *ends sarcasm*
0	@saamx  thanks, you too&lt;3
0	// :T I just asked my friend what piglet was (winnie the pooh.) ....seriously guys what is it 
0	@thelmarockz thelma I can't see shiz I see blank and me and u comments 
0	Is feeling like dancing in the rain like a pixie......but the rain stopped  ohh well....lol I'll watch flight of the conchords instead
0	is extremely hungry 
0	YAY hannah montanas on disney channel fun ......NOT 
1	@oliver_turner cant do facebook at work, sorry. have yourself a great day stuffed full of awesomeness! 
1	omg omg dougie replied to me. gosh i'm so happy 
0	TV w/charley she is too cute and too sweet...trying to get over the blues  cheer me up tweeters
0	Borning - thats me with a cold virus - all bunged up and eyes all squinty...bah 
1	@Tammi_LA Miss you! When are you free this week??  Can we do Yuri or something?
0	@skylineking722 connor, it's me, febi  are you really really mad at me??
1	@suehenry Great thank you I might chat with him. Thanks 
0	Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
0	i wanna see twilight again. love it, but i don't have the dvd.  oh well... guess i surive.
1	@lifechangingliv that is so not nice... Just remember that its your bed i'll be peeing in! enjoy sleeping in the chair... 
1	@darthweef thx. you guys would definately had fun. but i do know you were already having awesome times in sf -part of rev3's scam school! 
1	10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. 
0	@StreetWearBear.  yes I am thanks for reaveling to the world bro fuck my life hahaha
1	Day Is Done - heading for Bed - Keep the twitterverse safe 
0	@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky 
1	@nick_carter http://fanclub.backstreetboys.com/chat.php  ? is not crazy! we're like 3 persons there! lol
0	@Kal_Penn arrrggghhh, and I hadn't seen last night's episode yet! Pity to lose you, though. 
1	failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
0	is sad because there was another earthquake in italy.. 
1	KaraokÃ¯Â¿Â½ @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO 
0	@zackdft but i like reading the bullshit! 
0	yo that was hella weird my twitter got deleted 
1	@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! 
0	Megan equals Murder. 
1	@DaveLindquist casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know 
0	My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now 
0	has a cold from playing outside yesterday 
1	@brooklynunion cuz ur 3pm is my 9am and Id be either asleep or airport- bound...  Ima sneak sum'n special in 4u, tho ;-)
0	Back to classic rainy Amsterdam days 
1	@ work and then &quot;school&quot;..... 
0	@rj i don't know what half of that means 
0	I'm really cold. I don't want to go to sleep yet but there's nothing to do 
1	@IamMarkus jep I could use some sleep 
0	atekinzz, where in the world are you?? 
1	@Skiddybabyyy baha. leave it to them to start a fight ,, grr, oh well atleast it makes for amazing entertainment 
0	@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
0	Work today 
1	@ragsmadison Ongina, perhaps? (contestant in RuPaul's Drag Race) 
0	Twilight didn't come yesterday  fingers crossed for today
1	Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  
0	or should i say my brain needs to optimise my neural search pathways to find my muscles again 
1	Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw 
0	Why can't I sleep like her  http://twitpic.com/2y3ty
1	Look closely at the sign   ?
1	@TissieTC I agree with you!.. @nick_carter doesnt love us as much as @brian_littrell does  ? cuz he comes and visit us at fanclub chat!
0	@josephheustess ...well there was this really cool part where... i wont spoil it 
1	My My Book just arrived  It was sitting in a box 10 times its size. Just roll-y poll-ying around.
0	trying to reduce the number of cigarettes in each day! 
0	@SinaB77 I think we all do   
0	@hutsoncap  everything alright?
1	@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh 
1	@klaris sa bagay, you eat pancakes with bacon naman. haha interesting.. i shall try it. 
1	@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean 
0	just got back from the funeral of a government employee-friend.    http://plurk.com/p/n0bvd
0	Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.
0	Made it into DC on Saturday afternoon after 17 hours in air and am now in South FL...jetlag sucks!!  Haven't had a full sleep since Thurs 
0	has a huuuge headache! omg I feel like crap! 
1	@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  
0	Mad tired today... Callin it in early tonight  nighty night twittas
0	Can't fall asleep 
0	@miss_om Aww  I know I felt like that yesterday at work 
0	@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!
1	@bdebow 'Bout Damn Time!  You should also reserve sarcasmagorical, just in case... 
0	@schnicklefritz OMG! I have the same problem! I lent it to someone and they never gave it back!!! 
0	I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. 
0	thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. 
1	Happy Morning, la toat? lumea!  
1	Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!
0	Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well
0	@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it 
0	On the train sans Guardian 
0	@sloanb Got it, sadly, only works for UK &amp; US at the moment 
1	is twittering at uni 
1	oh - and triple H won at wrestlemania...not that I'm counting, but 100% of my predictions were accurate 
0	Amazon mp3 downloads down to 29p So much for my 10%  Cheers @jodiedoubleday http://tinyurl.com/dg5qtg
1	ok so the twilight book is pretty addicting, chapter 6, now its time for some sleep.. Good Night Tweeps 
1	@DonnieWahlberg Seriously, you are Donfucious!  
0	@mathewsmichael  i agree... the jobros dont update theres very often 
1	@jhayu Here's one more. I have Maggi Noodles 
1	The essays are finished and I'm going hoooooooooome 
0	i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK
1	God is a faithful God...i said promising and promising it was. Time for bed...so tomorrow may bring another beautiful day  goodnight luvs.
1	@michellecottis  God! how many Tweets do you make a day. I have 89407 calls left for today 
1	on my psp browser for the first time in over a year 
1	can't wait for vegas 
1	Im going to home and take the doggies to the park...will twitter from the park 
0	home. mc. bored. missing him. who? him  sigh. im bored. tadi exam &amp; was okay. thursday lagi exam. gaaaaaaaaaaaaaahhh!
0	just leavin work, my feet hurt 
1	@haylieofficial haylie, that is so cute 
0	@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize 
0	I am not a fan of sleeping alone  baby boo
0	Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted 
1	@johannacherry come stay at mine on friday 
1	BOOM BOOM POW-oops 
1	@laurenrodriguez try it and see. it's all trial and error. 
1	...Sweet Dreams!! 
0	contemplated going out for a post-midnight walk but still have piles of work to get through 
1	shares Yeheeyyy! My karma has gone up  http://plurk.com/p/mzrpe
1	@GeneTheFotog  ya i'll be in hk for 3 months  but 21 is not big there. o well,so now u finally have 1 more frd u can hit the club w/ lol.
0	All the fightin and name callin, i can still run 2 my sister!  nite...
0	@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  
1	@shemah @anefallarme Awesome! I'll try to chop! 
1	Morning  in the caravan at the mo and its freezing, but last night was classs  today should be awesomee
1	@sdotkdotc Maybe..just so I don't Chris Brown her ass.  j/k..or am I..?
0	3 in the morning and I can't sleep. 
1	@Starrbby when u move back to jersey its gonna be better 
1	@fmsQuatro the A's are my AL team 
0	goodd nightt  sweet dreams to everyonee   jared neveerr chat on kyte   lol
1	Still up. Playin cards with the girls. 
0	.. sad to hear about the discovery of the little girl from Tracy. Her poor family 
1	Such a very long day. And again tomorrow...maybe I'll get on a jury next week and be able to take a nice vacation 
0	I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK 
1	@leslie_nassar Hey, I didn't say I would eat them  aren't they like an inside-out pizza? Will my local Coles stock them? Important Q's.
0	Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. 
1	@colinsteers http://twitpic.com/2vzw6 - Look who's half naked... again 
1	http://twitpic.com/2y3pg Not what I need for my current project, but THIS is ONE FUN &amp; FUNKY FONT! 
0	its sprained!!  so glad im on holidays
1	Wooohooo, amazon lowering mp3 prices. Fuck you iTunes 
0	@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. 
1	@NickityNatNat Color it purple! 
1	goddamn you Danny, i started your video then realize its 11 fucking minutes, I WANNA GO TO BED!!! lol i do love his Video Diaries though! 
1	I have the greatest boyfriend 
0	What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html
1	@JonathanRKnight Thanks, I'll go with &quot;wake well&quot;  Good night to you!
0	#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. 
0	has Finland sleeping for the night, not really enough time 
1	@hsumilo too much playing wii la ... dont bluff 
0	wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...
0	@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help.
1	I love you best 
0	poor socks  luvvvvv the golden retriever!! I want one sighhhh
0	I don't want to talk to advisors, they don't advise, the judge your arse off 
1	@BradSugars hi had shared with Jim P we had connected on Twitter.  Let me know if soho can assist.
0	I don't want to walk home in this snow. Who wants to pick me up? 
0	@toddlington only a quarter of a percent babe  darn
1	@colourfulmoney nothin layin in bed watchin tv  what u doin
1	Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
1	had a wonderful Portland evening! Thanks Carrie 
0	Downy weather  Where's the summer?
1	@nicolerichie Yea I remember it 
1	@naughtyhaughty Sooo chill!  So what part do u live in? I went 2 Laguna Creek in South Sac then got my own place in Citrus Heights...
0	I'm ill....i don't like that 
0	after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early 
0	@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! 
0	lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't 
0	She now wants an mmmf except I have to only play a supporting role  would mind but the other two guys have huge cocks what am I to do? 
1	@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend 
1	@saritaonline and snoring zzzZzzz.. 
1	Thanks to my new followers! 
0	I'm up way to late to be working for a client 12:10 AM  #fb
0	boycotting work: on facebook's fashion war. 
1	@Tiandrance 
0	@julieebaby awe i love you too!!!! 1 am here  i miss you
0	@LarrissaR please don't leave. stay for grant's bday 
0	@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.
1	Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy
1	GOING TO BED! NIGHT! 
0	is at Beso in Hollywood... so tired 
0	So many channels.... yet so so boring... lazy day again  may have to find a hobby
0	I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby 
1	@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 
1	Good night and good day twitters! 
0	doing make up shit 
0	money isnt suppose to depress you 
0	today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...
0	I NEED to post a video!!!!  But I'm stuck...
1	Sleeeepin. Gotta rest up to finish painting 
1	@rootbeerfloats8 Nah, Gee will reply to me whenever he wishes. His birthday is coming up, so I have something that will make him smile. 
0	@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail
1	Paw pawing my ass off smh...im starting to feel better 
0	Michigan who?  I don't know them.                   *sigh*   Shameful!
1	ahhhh time to feed the tribe lol chicken casserole with veg yummo 
1	Big planning meeting today followed by our first radio interview - my Comfort Zone is officially expanding...... 
1	@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay.
1	@fourzoas Good night! 
0	I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
0	@contactabe I'm so jealous.  I missed all of opening day this year 
0	... or so I thought....  
0	CURSE MY SLOW INTERNET. I miss YouTube 
0	owww.... just hit my elbow really hard on a door 
1	@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
1	@Scyranth 
0	The Life is cool. But not for Me. 
1	@berofx: good luck with your challenge 
0	off to the hospital :S some jaw breaking is about to happen! 
0	Omg house what did I ever do to you   
1	@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho 
1	Across the Universe. Sleep. Rehearsal tomorrow. 
0	Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew 
0	New video card is DOA. 
1	@M2ThaK Lmao ...5$ footlong ...yOu're retarded 
0	I'm off too bed. I gotta wake up hella early tomorrow morning. 
0	And somehow I still end up in this place 
1	@KennethReitz yes its really awsome! 
1	@surial 
0	Well, that sucked. 
1	@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) 
1	Is quite pleased that the weather forecast for Cyprus looks so good - not like turkey last year!! Mmmmm... Sunshine!! 
0	Well I'm going to bed early...I wish I could sleep in tomorrow 
1	@stee322 but you did go to hash bash anyway.. 
0	bad day at the betfair office 
0	@brendamew2 no art tomorrow.  and nice to see you've joined twitter!
0	is still effinggggg sick  when will i get better?! ughh
0	@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh
0	having a horrible headache day and nose bleeding...awful feeling 
0	Goodnight everyone. Well I'm not feeling much better and I'm going to the doctor tomorrow.  
1	@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. 
1	@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news 
0	i am so screwed up! a confused and dumb child!  i NEVER felt so bad all my life! i wish i have any specialty! too bad i have none ='(
0	i'm gonna lay down and count my breaths until i fall asleep....WOOO lol....it's cuddle day today...I NEED SOMEONE TO CUDDLE WITH 
0	I don't understand... I really don't 
0	im going 2 bed nowww - surprising??? Not rly, i have school 2morow, thats right, my spring break days r over 
0	im lonely  keep me company! 22 female, california
1	And p.s. I'm getting paid to boss my sister around 
1	@spotonpr Attending a PSFK conference is approx. $400, attending a Submit conference is $800. Reasonable? 
0	It's going to be a long year for A's fans. 
1	I have eight days off in New York before dance. booking my flight now 
0	@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song 
1	Good morning everybody! 
1	@michaelgrainger we have much more than that in common my friend!! 
0	I think I should not use twitter as I offend people unintentionally 
1	is now using windows and tweetdeck... temporarily... 
1	Planning to learn basic sign language these holidays  Geez, I have a whole list of things to do...o_0
1	Weekend was crazy! 3 parties and got back together with my girlfriend  things are going great
0	@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK 
1	is no longer concern about that someone.. hehe 
1	@phatelara awesome Debbs! 
0	has 0g of milky bar left, and around 200ml of coke 
0	needs hugs/snuggles... 
0	Well everyone. after a super adventurous 2 days Luke has gone home  Let us all morn the loss of a hero. Im off to continue playing Sims 2.
1	@ddlovato , i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3
0	@almostcool i'm off now 
1	@John_Bishop Oh, TWITTER FOLLOWERS! WOOOOO!  
1	@stevenliemberg you should make a good morning train trip with tea and salty pretzels 
0	@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
0	@tommcfly Good morning Tom! Why can't I send you a message? This is too short for the question I have  Well to bad for me I guess..
0	@bradhfh Hello! you stoped talking to me  lol
1	@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think.
1	@marsacademy ugh I am so jealous of you. I miss those boys. Tell them I say hi. 
1	Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd
0	@ryanmwilson aww that stinks!  *hugs*
1	@MrChInBsC changed the channel... 
1	@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter.
0	is with the flu... 
0	loves to get drunk... just not by himself 
0	@JesMayhemWA Still trying to sell the prelude? 
0	Wants her camera back! 
1	Finally almost home 
0	I feel like shit. This is NOT the way I want to spend my birthday's eve 
0	@LOSTmeself ;; uh.. february something, haha!  imy! 
0	Ugh....92 degrees tomorrow 
0	i want a guy like carmello or jimmy 
1	@enbaldarlingg No, that's just the mirror you're looking in. 
0	too much to do  not enough motivation 
1	@jlsbby http://twitpic.com/2y0fo - cutest dog ever  what's his name?
1	@dougiemcfly good morning dougie 
0	ok... maybe i'll sleep for an hour or two. Then I MUST rise to work on my thesis 
1	@rachellondon Hahaha,maybe Twitter has a conspiracy and are checking all political based tweets 
0	My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! 
0	Looking at it, I seem to be getting a completely different config.. Finding shared hosting hard not having control 
1	Hi @ladyexec: Found you through @MrTweet. loved the positivity in your mini bio and thought it would be good to connect 
1	day 2 is almost over!  i can't wait to eat wade...hehe...
0	Just got back from the hospital. BF's nephew might have meningitis 
0	LOST sucks  ... because i have to work today
1	mil's sms this morn - &quot;good morning. how are u?&quot; so tahching 
0	Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? 
1	I was watching Pride and Prejudice, one of the  best movies ever, I love this movie! and the book too 
0	Debbugging old VB6 code, the day could have started better . . .  
0	@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...
1	http://tr.im/imwb &lt;- ?i mÃ¯Â¿Â½y bay nÃ¯Â¿Â½n ng?i ch? nÃ¯Â¿Â½o ?? lÃ¯Â¿Â½c r?i thÃ¯Â¿Â½ c? h?i s?ng lÃ¯Â¿Â½ cao nh?t? 
1	@rosekimknits Thanks  Now I need to find a real excuse to not splurge on yarn.
0	Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.
1	Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow.
0	Keeping my fingers crossed for my buddy    He is not feeling well.
0	My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!
0	@ddlovato @David_Henrie ummmmm i cant find it. 
1	@RoundSparrow Awesome - hope it was great! I am about 2 hours away from seeing it at the Sydney (now second world viewing) premiere 
1	@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! 
0	@ school  at least last day!!!!!!
1	Nice, my contract was extended for another month 
0	and i didnt end up seeing it  bumma...some ppl are being a pain
1	I personally feel that the school needs to be a little more helpful to innocent kids like us. 
0	@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge
0	@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon 
1	@KnitLuck I have crocheted washcloths in my store - afghanartistry 
0	Also I shouldve Bern asleep an hour ago 
1	@davekim volunteer for the hunch beta invite... 
1	@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 
0	I'm in pain 
1	@riax3x I'm so glad you're feeling better *hugs* 
1	@KingdomGuard @hothobolover I guess we will make him have guest appearance in ours then 
0	It's a nice day for once and Chibi and I are stuck at home waiting for a parcel 
0	@MrBigglesrox hey emily you lie!!! meanie   
1	@Mjamme I'd like to put myself forward as one of your 100 men. I can't tick any of the boxes, but I'm a nice guy anyway. 
0	@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
0	@m0nkfish Eww. Hershys kisses are ok, but not amazing 
1	@nikan Did it just begin to... reveal the true nature of the company? 
0	@Tatiana_K nope they didn't have it 
